date,building_id,building_name,country,strategy,battery_type,eu_compliant,avg_soc_start_percent,avg_soc_end_percent,charge_kwh,discharge_kwh,pv_generation_kwh,round_trip_efficiency_percent,daily_net_savings_eur,daily_co2_avoided_kg,battery_health_percent,total_cycles_cumulative,total_cost_avoided_eur,total_co2_avoided_kg
2025-09-06,B001,Berliner Bürogebäude Alpha,DE,self_consumption,LFP,True,10.0,23.5,27.69,0.0,372.42,94.5,0.0,0.0,99.94,584.7129,40090.9303,44438.0535
2025-09-07,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,78.4,54.6,3.24,46.69,298.71,94.47,16.3634,17.743,98.95,584.9464,40107.2937,44455.7965
2025-09-08,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,54.6,10.0,49.41,119.27,325.41,94.47,44.3454,45.3218,98.95,585.5427,40151.6391,44501.1183
2025-09-09,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,140.95,124.2,274.8,94.47,40.6327,47.1979,98.94,586.1637000000001,40192.2718,44548.3162
2025-09-10,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,144.52,146.92,274.0,94.47,49.4414,55.8306,98.94,586.8983000000001,40241.7132,44604.1468
2025-09-11,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,154.29,110.27,258.21,94.47,34.2676,41.904,98.94,587.4497,40275.9808,44646.0508
2025-09-12,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,134.56,139.31,304.01,94.47,47.0329,52.938,98.94,588.1463,40323.0137,44698.9888
2025-09-13,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,34.3,141.23,86.11,263.43,94.47,21.7925,32.7233,98.94,588.5769,40344.8062,44731.7121
2025-09-14,B001,Berliner Bürogebäude Alpha,DE,tou,LFP,True,10.0,15.3,39.09,27.36,318.81,94.49,4.2035,10.3956,99.65,588.7137,40349.0097,44742.1077
2025-09-15,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,64.6,10.0,30.18,132.38,274.93,94.47,50.7497,50.304,98.94,589.3756,40399.7594,44792.4117
2025-09-16,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,129.97,128.62,307.38,94.47,43.0697,48.877,98.94,590.0187000000001,40442.8291,44841.2887
2025-09-17,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,144.1,137.68,299.53,94.47,45.7951,52.3197,98.94,590.7071,40488.6242,44893.6084
2025-09-18,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,145.74,141.7,297.17,94.47,47.2905,53.8465,98.94,591.4155999999999,40535.9147,44947.4549
2025-09-19,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,136.27,139.63,268.95,94.47,47.0529,53.0582,98.93,592.1137,40582.9676,45000.5131
2025-09-20,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,40.6,130.5,77.63,275.13,94.47,19.4497,29.5008,98.93,592.5019,40602.4173,45030.0139
2025-09-21,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,40.6,25.5,75.0,96.37,243.41,94.47,29.5382,36.6217,98.93,592.9838,40631.955500000004,45066.6356
2025-09-22,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,25.5,10.0,114.14,148.79,248.88,94.47,52.0691,56.5417,98.93,593.7278,40684.0246,45123.1773
2025-09-23,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,147.5,141.4,231.17,94.47,47.0617,53.7324,98.93,594.4348,40731.0863,45176.9097
2025-09-24,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,142.44,126.52,235.47,94.47,41.4613,48.0784,98.93,595.0674,40772.5476,45224.9881
2025-09-25,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,145.93,134.73,292.85,94.47,44.5087,51.1984,98.93,595.7411,40817.0563,45276.1865
2025-09-26,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,137.31,134.84,200.85,94.47,45.0864,51.2396,98.93,596.4153,40862.1427,45327.4261
2025-09-27,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,146.13,141.98,203.25,94.47,41.3088,53.9542,98.93,597.1252,40903.4515,45381.3803
2025-09-28,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,38.6,139.57,72.68,270.87,94.47,17.1302,27.6189,98.92,597.4886,40920.5817,45408.9992
2025-09-29,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,38.6,10.0,72.46,126.03,219.61,94.47,45.6052,47.8921,98.92,598.1188,40966.1869,45456.8913
2025-09-30,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,144.26,138.28,247.55,94.47,46.0213,52.5457,98.92,598.8102,41012.2082,45509.437
2025-10-01,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,126.35,138.95,221.55,94.47,47.3983,52.8006,98.92,599.5049,41059.6065,45562.2376
2025-10-02,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,124.47,132.28,191.06,94.47,44.8623,50.2647,98.92,600.1663,41104.4688,45612.5023
2025-10-03,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,132.4,151.01,179.84,94.47,51.8172,57.3832,98.92,600.9213,41156.286,45669.8855
2025-10-04,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,146.62,149.76,195.62,94.47,44.0383,56.9103,98.92,601.6701,41200.3243,45726.7958
2025-10-05,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,132.07,126.29,188.67,94.47,36.6131,47.9903,98.92,602.3016,41236.9374,45774.7861
2025-10-06,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,134.09,139.91,219.05,94.47,47.3008,53.1659,98.91,603.0012,41284.2382,45827.952
2025-10-07,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,136.62,137.21,197.32,94.47,46.0711,52.1403,98.91,603.6873,41330.3093,45880.0923
2025-10-08,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,124.39,116.7,133.21,94.47,38.6774,44.3471,98.91,604.2708,41368.9867,45924.4394
2025-10-09,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,136.07,138.56,240.86,94.47,46.6428,52.6542,98.91,604.9636,41415.6295,45977.0936
2025-10-10,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,144.87,130.07,179.88,94.47,42.7223,49.428,98.91,605.614,41458.3518,46026.5216
2025-10-11,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,138.09,148.87,167.08,94.47,44.2505,56.5712,98.91,606.3584,41502.6023,46083.0928
2025-10-12,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,18.3,143.5,112.98,228.55,94.47,31.182,42.9318,98.91,606.9233,41533.7843,46126.0246
2025-10-13,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,18.3,10.0,124.78,121.73,164.53,94.47,40.6533,46.2591,98.91,607.5319999999999,41574.4376,46172.2837
2025-10-14,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,144.76,142.1,165.79,94.47,47.5112,53.9996,98.9,608.2425,41621.9488,46226.2833
2025-10-15,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,134.67,115.01,171.58,94.47,37.3665,43.7034,98.9,608.8175,41659.3153,46269.9867
2025-10-16,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,140.7,126.53,157.65,94.47,41.5737,48.0827,98.9,609.4502,41700.889,46318.0694
2025-10-17,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,150.48,141.33,155.84,94.47,46.849,53.7053,98.9,610.1568,41747.738,46371.7747
2025-10-18,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,136.52,130.71,158.16,94.47,37.9041,49.6685,98.9,610.8103,41785.6421,46421.4432
2025-10-19,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,142.08,148.61,186.28,94.47,43.9117,56.4729,98.9,611.5534,41829.5538,46477.9161
2025-10-20,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,142.02,149.9,191.52,94.47,50.7789,56.961,98.9,612.3029,41880.3327,46534.8771
2025-10-21,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,130.67,123.5,153.12,94.47,40.9887,46.929,98.9,612.9204,41921.3214,46581.8061
2025-10-22,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,144.63,119.2,153.48,94.47,38.416,45.2972,98.9,613.5164,41959.7374,46627.1033
2025-10-23,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,152.95,149.04,193.81,94.47,49.7594,56.6339,98.89,614.2616,42009.4968,46683.7372
2025-10-24,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,148.14,145.27,142.14,94.47,48.5621,55.2045,98.89,614.988,42058.0589,46738.9417
2025-10-25,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,131.91,129.78,138.88,94.47,37.8615,49.3166,98.89,615.6369,42095.9204,46788.2583
2025-10-26,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,142.92,145.35,163.4,94.47,42.702,55.2333,98.89,616.3637,42138.6224,46843.4916
2025-10-27,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,142.71,137.27,117.21,94.47,45.7149,52.1608,98.89,617.05,42184.3373,46895.6524
2025-10-28,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,148.99,139.61,145.98,94.47,46.2595,53.0534,98.89,617.7481,42230.5968,46948.7058
2025-10-29,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,143.81,150.19,148.61,94.47,50.7863,57.0741,98.89,618.4991,42281.3831,47005.7799
2025-10-30,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,143.6,145.3,134.97,94.47,48.8554,55.2157,98.89,619.2256,42330.2385,47060.9956
2025-10-31,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,145.3,131.07,141.33,94.47,43.0938,49.8083,98.88,619.881,42373.3323,47110.8039
2025-11-01,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,147.38,120.91,130.59,94.47,36.1749,45.9469,98.88,620.4856,42409.5072,47156.7508
2025-11-02,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,142.0,123.09,136.49,94.47,37.3839,46.7742,98.88,621.1011,42446.8911,47203.525
2025-11-03,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,143.87,126.89,107.0,94.47,44.7895,48.2197,98.88,621.7356,42491.6806,47251.7447
2025-11-04,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,128.84,135.73,106.45,94.47,49.6466,51.576,98.88,622.4141999999999,42541.3272,47303.3207
2025-11-05,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,135.95,140.68,81.67,94.47,51.2891,53.4569,98.88,623.1176,42592.6163,47356.7776
2025-11-06,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,140.01,145.69,119.13,94.47,53.1718,55.3619,98.88,623.846,42645.7881,47412.1395
2025-11-07,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,133.3,140.4,103.21,94.47,51.3549,53.3523,98.88,624.548,42697.143000000004,47465.4918
2025-11-08,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,136.79,129.68,92.12,94.47,40.2748,49.2781,98.87,625.1964,42737.4178,47514.7699
2025-11-09,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,151.74,145.42,120.53,94.47,45.2793,55.2608,98.87,625.9235,42782.6971,47570.0307
2025-11-10,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,147.54,127.33,135.28,94.47,44.723,48.3851,98.87,626.5601,42827.4201,47618.4158
2025-11-11,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,131.64,112.47,78.96,94.47,39.4134,42.7397,98.87,627.1225,42866.8335,47661.1555
2025-11-12,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,130.53,125.66,113.42,94.47,45.1818,47.7496,98.87,627.7508,42912.0153,47708.9051
2025-11-13,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,142.89,118.85,123.03,94.47,41.3869,45.1645,98.87,628.3451,42953.4022,47754.0696
2025-11-14,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,142.66,133.76,129.26,94.47,47.8403,50.8306,98.87,629.0139,43001.2425,47804.9002
2025-11-15,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,141.86,143.61,112.94,94.47,45.2709,54.573,98.87,629.732,43046.5134,47859.4732
2025-11-16,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,139.51,143.26,67.65,94.47,45.2971,54.4377,98.87,630.4483,43091.8105,47913.9109
2025-11-17,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,147.4,123.17,69.61,94.47,42.9376,46.8054,98.86,631.0642,43134.7481,47960.7163
2025-11-18,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,133.45,129.68,68.76,94.47,46.7167,49.279,98.86,631.7126000000001,43181.4648,48009.9953
2025-11-19,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,133.61,134.16,108.12,94.47,48.6383,50.9802,98.86,632.3833999999999,43230.1031,48060.9755
2025-11-20,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,142.41,131.55,129.19,94.47,46.9016,49.9893,98.86,633.0412,43277.0047,48110.9648
2025-11-21,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,133.72,139.89,78.15,94.47,51.1045,53.1575,98.86,633.7406,43328.1092,48164.1223
2025-11-22,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,147.52,130.79,81.75,94.47,39.9543,49.6985,98.86,634.3945,43368.0635,48213.8208
2025-11-23,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,154.53,141.5,80.54,94.47,43.5804,53.7701,98.86,635.102,43411.6439,48267.5909
2025-11-24,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,148.01,148.94,83.96,94.47,54.0215,56.5989,98.86,635.8466999999999,43465.6654,48324.1898
2025-11-25,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,145.35,120.98,89.73,94.47,42.1363,45.9743,98.85,636.4516,43507.8017,48370.1641
2025-11-26,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,136.14,135.52,82.15,94.47,49.0491,51.4966,98.85,637.1292,43556.8508,48421.6607
2025-11-27,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,146.62,137.92,93.66,94.47,49.3611,52.4114,98.85,637.8188,43606.2119,48474.0721
2025-11-28,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,133.85,141.55,54.2,94.47,51.8119,53.7884,98.85,638.5265,43658.0238,48527.8605
2025-11-29,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,135.54,144.18,63.48,94.47,45.9272,54.7881,98.85,639.2474,43703.951,48582.6486
2025-11-30,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,137.88,138.45,96.78,94.47,43.5675,52.6128,98.85,639.9397,43747.5185,48635.2614
2025-12-01,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,145.36,133.71,104.6,94.47,47.6297,50.8108,98.85,640.6083,43795.1482,48686.0722
2025-12-02,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,153.62,124.77,90.91,94.47,43.1962,47.4127,98.85,641.2322,43838.3444,48733.4849
2025-12-03,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,135.82,116.27,74.08,94.47,40.7619,44.1819,98.84,641.8135,43879.1063,48777.6668
2025-12-04,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,144.09,140.13,81.88,94.47,50.4869,53.248,98.84,642.5141,43929.5932,48830.9148
2025-12-05,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,139.6,135.0,73.61,94.47,48.5865,51.3006,98.84,643.1891,43978.1797,48882.2154
2025-12-06,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,138.38,140.57,64.2,94.47,44.3426,53.4149,98.84,643.8919000000001,44022.5223,48935.6303
2025-12-07,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,145.88,151.26,67.24,94.47,47.9286,57.4803,98.84,644.6482,44070.4509,48993.1106
2025-12-08,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,133.24,145.6,58.53,94.47,53.6029,55.3275,98.84,645.3762,44124.0538,49048.4381
2025-12-09,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,137.9,135.23,46.85,94.47,48.8038,51.3879,98.84,646.0524,44172.8576,49099.826
2025-12-10,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,142.52,125.15,84.55,94.47,44.1293,47.5558,98.84,646.6781,44216.9869,49147.3818
2025-12-11,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,144.59,130.24,54.68,94.47,46.1852,49.4919,98.83,647.3293,44263.1721,49196.8737
2025-12-12,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,152.03,124.44,79.36,94.47,43.1651,47.2886,98.83,647.9515,44306.3372,49244.1623
2025-12-13,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,141.54,126.34,45.86,94.47,38.6623,48.0079,98.83,648.5832,44344.9995,49292.1702
2025-12-14,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,136.01,144.72,66.99,94.47,46.1011,54.9925,98.83,649.3068,44391.1006,49347.1627
2025-12-15,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,131.4,145.38,67.83,94.47,53.6351,55.2432,98.83,650.0337000000001,44444.7357,49402.4059
2025-12-16,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,140.1,151.91,52.53,94.47,55.8492,57.7242,98.83,650.7932,44500.5849,49460.1301
2025-12-17,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,137.91,129.6,71.74,94.47,46.373,49.2488,98.83,651.4412,44546.9579,49509.3789
2025-12-18,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,135.91,144.9,60.43,94.47,53.117,55.0631,98.83,652.1657,44600.0749,49564.442
2025-12-19,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,138.45,127.94,60.55,94.47,45.6164,48.616,98.82,652.8054,44645.6913,49613.058
2025-12-20,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,152.74,123.28,53.89,94.47,36.7113,46.8469,98.82,653.4218,44682.4026,49659.9049
2025-12-21,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,145.82,129.93,71.58,94.47,39.7435,49.373,98.82,654.0714,44722.1461,49709.2779
2025-12-22,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,133.11,138.38,52.68,94.47,50.494,52.583,98.82,654.7633000000001,44772.6401,49761.8609
2025-12-23,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,145.49,136.03,52.64,94.47,48.6218,51.6917,98.82,655.4435000000001,44821.2619,49813.5526
2025-12-24,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,148.35,134.05,60.04,94.47,47.566,50.9374,98.82,656.1137,44868.8279,49864.49
2025-12-25,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,146.43,147.22,43.75,94.47,53.3855,55.9426,98.82,656.8498,44922.2134,49920.4326
2025-12-26,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,132.44,131.09,45.37,94.47,47.3953,49.8146,98.82,657.5053,44969.6087,49970.2472
2025-12-27,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,141.37,129.42,47.97,94.47,39.8551,49.1777,98.82,658.1524000000001,45009.4638,50019.4249
2025-12-28,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,124.8,142.04,48.52,94.47,45.8509,53.9744,98.81,658.8625999999999,45055.3147,50073.3993
2025-12-29,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,141.11,136.01,42.05,94.47,48.9159,51.6827,98.81,659.5426,45104.2306,50125.082
2025-12-30,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,149.04,133.07,45.76,94.47,47.0987,50.568,98.81,660.2080000000001,45151.3293,50175.65
2025-12-31,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,149.17,140.69,38.55,94.47,50.3764,53.4613,98.81,660.9114,45201.7057,50229.1113
2026-01-01,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,146.56,133.74,41.73,94.47,47.5601,50.8228,98.81,661.5800999999999,45249.2658,50279.9341
2026-01-02,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,149.18,153.9,47.75,94.47,56.0784,58.4811,98.81,662.3496,45305.3442,50338.4152
2026-01-03,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,138.22,124.2,53.08,94.47,38.074,47.1978,98.81,662.9706,45343.4182,50385.613
2026-01-04,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,143.42,132.34,55.06,94.47,40.8344,50.2883,98.81,663.6323,45384.2526,50435.9013
2026-01-05,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,134.13,143.57,56.6,94.47,52.6646,54.556,98.8,664.3501,45436.9172,50490.4573
2026-01-06,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,125.86,136.83,52.12,94.47,50.3316,51.997,98.8,665.0342999999999,45487.2488,50542.4543
2026-01-07,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,136.41,151.79,59.27,94.47,56.0573,57.6821,98.8,665.7933,45543.3061,50600.1364
2026-01-08,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,137.83,136.7,64.11,94.47,49.4439,51.9474,98.8,666.4767999999999,45592.75,50652.0838
2026-01-09,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,120.14,148.57,59.86,94.47,55.7967,56.4578,98.8,667.2197,45648.5467,50708.5416
2026-01-10,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,139.26,135.91,67.62,94.47,42.4966,51.6476,98.8,667.8992999999999,45691.0433,50760.1892
2026-01-11,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,152.08,131.16,57.66,94.47,39.7798,49.8395,98.8,668.5550999999999,45730.8231,50810.0287
2026-01-12,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,145.4,126.43,57.77,94.47,44.4851,48.0452,98.8,669.1872999999999,45775.3082,50858.0739
2026-01-13,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,148.83,139.97,44.41,94.47,50.0921,53.1902,98.79,669.8872,45825.4003,50911.2641
2026-01-14,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,134.87,128.83,72.4,94.47,46.2512,48.9559,98.79,670.5314,45871.6515,50960.22
2026-01-15,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,142.98,148.03,61.88,94.47,53.9759,56.2511,98.79,671.2715,45925.6274,51016.4711
2026-01-16,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,136.22,119.27,66.94,94.47,42.0315,45.3244,98.79,671.8679,45967.6589,51061.7955
2026-01-17,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,145.86,140.3,50.89,94.47,43.722,53.3149,98.79,672.5694,46011.3809,51115.1104
2026-01-18,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,119.6,128.7,62.66,94.47,41.0927,48.9061,98.79,673.2129,46052.4736,51164.0165
2026-01-19,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,131.46,141.79,74.05,94.47,52.0833,53.881,98.79,673.9219,46104.5569,51217.8975
2026-01-20,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,120.17,114.13,68.89,94.47,40.9257,43.37,98.79,674.4925999999999,46145.4826,51261.2675
2026-01-21,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,140.9,144.96,73.33,94.47,52.7942,55.084,98.78,675.2174,46198.2768,51316.3515
2026-01-22,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,149.72,133.64,48.57,94.47,47.295,50.7827,98.78,675.8856,46245.5718,51367.1342
2026-01-23,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,151.31,143.03,77.37,94.47,51.2408,54.3531,98.78,676.6008,46296.8126,51421.4873
2026-01-24,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,139.76,120.93,89.25,94.47,36.7113,45.9541,98.78,677.2055,46333.5239,51467.4414
2026-01-25,B001,Berliner Bürogebäude Alpha,DE,peak_shaving,LFP,True,10.0,10.0,138.39,118.49,69.1,94.47,35.87,45.0275,98.78,677.798,46369.3939,51512.4689
