ts_local,ts_utc,bidding_zone,price_eur_mwh,resolution
2025-02-21 21:45,2025-02-21T20:45:00Z,DE-LU,120.93,PT15M
2025-12-03 03:45,2025-12-03T02:45:00Z,DE-LU,68.05,PT15M
2025-03-26 02:00,2025-03-26T01:00:00Z,DE-LU,69.45,PT15M
2025-04-14 21:00,2025-04-14T19:00:00Z,DE-LU,89.84,PT15M
2025-12-10 21:45,2025-12-10T20:45:00Z,DE-LU,122.82,PT15M
2025-02-08 18:30,2025-02-08T17:30:00Z,DE-LU,136.29,PT15M
2025-01-23 09:30,2025-01-23T08:30:00Z,DE-LU,108.02,PT15M
2025-10-11 08:45,2025-10-11T06:45:00Z,DE-LU,68.22,PT15M
2025-02-28 14:15,2025-02-28T13:15:00Z,DE-LU,91.08,PT15M
2025-08-21 12:15,2025-08-21T10:15:00Z,DE-LU,21.87,PT15M
2025-08-30 20:00,2025-08-30T18:00:00Z,DE-LU,90.49,PT15M
2025-01-02 05:45,2025-01-02T04:45:00Z,DE-LU,100.97,PT15M
2025-12-20 03:45,2025-12-20T02:45:00Z,DE-LU,98.25,PT15M
2025-12-21 23:15,2025-12-21T22:15:00Z,DE-LU,122.04,PT15M
2025-09-16 12:45,2025-09-16T10:45:00Z,DE-LU,57.99,PT15M
2025-10-09 01:30,2025-10-08T23:30:00Z,DE-LU,83.77,PT15M
2025-06-02 13:30,2025-06-02T11:30:00Z,DE-LU,8.72,PT15M
2025-05-18 06:00,2025-05-18T04:00:00Z,DE-LU,54.32,PT15M
2025-01-07 13:45,2025-01-07T12:45:00Z,DE-LU,108.27,PT15M
2025-03-21 07:45,2025-03-21T06:45:00Z,DE-LU,103.93,PT15M
2025-08-31 17:30,2025-08-31T15:30:00Z,DE-LU,89.2,PT15M
2025-07-17 04:45,2025-07-17T02:45:00Z,DE-LU,33.82,PT15M
2025-04-30 07:30,2025-04-30T05:30:00Z,DE-LU,113.58,PT15M
2025-10-17 23:45,2025-10-17T21:45:00Z,DE-LU,89.57,PT15M
2025-01-20 09:15,2025-01-20T08:15:00Z,DE-LU,102.22,PT15M
2025-03-17 13:15,2025-03-17T12:15:00Z,DE-LU,63.57,PT15M
2025-05-17 08:15,2025-05-17T06:15:00Z,DE-LU,64.27,PT15M
2025-12-28 19:00,2025-12-28T18:00:00Z,DE-LU,139.45,PT15M
2025-12-04 07:45,2025-12-04T06:45:00Z,DE-LU,114.41,PT15M
2025-04-25 04:45,2025-04-25T02:45:00Z,DE-LU,71.65,PT15M
2025-12-15 23:45,2025-12-15T22:45:00Z,DE-LU,106.46,PT15M
2025-01-28 19:15,2025-01-28T18:15:00Z,DE-LU,133.97,PT15M
2025-04-17 22:15,2025-04-17T20:15:00Z,DE-LU,87.07,PT15M
2025-12-16 16:00,2025-12-16T15:00:00Z,DE-LU,101.51,PT15M
2025-08-23 10:45,2025-08-23T08:45:00Z,DE-LU,28.16,PT15M
2025-02-04 03:45,2025-02-04T02:45:00Z,DE-LU,90.3,PT15M
2025-04-04 09:45,2025-04-04T07:45:00Z,DE-LU,69.2,PT15M
2025-01-23 17:15,2025-01-23T16:15:00Z,DE-LU,119.88,PT15M
2025-01-24 05:15,2025-01-24T04:15:00Z,DE-LU,102.26,PT15M
2025-10-10 14:45,2025-10-10T12:45:00Z,DE-LU,60.44,PT15M
2025-06-02 07:15,2025-06-02T05:15:00Z,DE-LU,94.12,PT15M
2025-03-15 08:00,2025-03-15T07:00:00Z,DE-LU,105.14,PT15M
2025-03-13 21:15,2025-03-13T20:15:00Z,DE-LU,114.45,PT15M
2025-12-03 06:45,2025-12-03T05:45:00Z,DE-LU,123.64,PT15M
2025-09-15 17:15,2025-09-15T15:15:00Z,DE-LU,83.65,PT15M
2025-04-14 08:15,2025-04-14T06:15:00Z,DE-LU,103.3,PT15M
2025-10-04 17:30,2025-10-04T15:30:00Z,DE-LU,87.47,PT15M
2025-04-06 18:00,2025-04-06T16:00:00Z,DE-LU,100.05,PT15M
2025-01-18 12:15,2025-01-18T11:15:00Z,DE-LU,65.13,PT15M
2025-01-29 23:00,2025-01-29T22:00:00Z,DE-LU,117.52,PT15M
2025-01-26 13:15,2025-01-26T12:15:00Z,DE-LU,64.9,PT15M
2025-02-24 16:30,2025-02-24T15:30:00Z,DE-LU,99.42,PT15M
2025-04-16 15:00,2025-04-16T13:00:00Z,DE-LU,50.55,PT15M
2025-08-27 09:30,2025-08-27T07:30:00Z,DE-LU,60.13,PT15M
2025-05-10 05:45,2025-05-10T03:45:00Z,DE-LU,67.77,PT15M
2025-08-27 04:00,2025-08-27T02:00:00Z,DE-LU,82.81,PT15M
2025-11-20 07:00,2025-11-20T06:00:00Z,DE-LU,99.55,PT15M
2025-04-12 13:30,2025-04-12T11:30:00Z,DE-LU,-59.02,PT15M
2025-12-15 08:15,2025-12-15T07:15:00Z,DE-LU,114.97,PT15M
2025-07-30 00:15,2025-07-29T22:15:00Z,DE-LU,67.99,PT15M
2025-09-14 21:15,2025-09-14T19:15:00Z,DE-LU,89.59,PT15M
2025-01-04 18:30,2025-01-04T17:30:00Z,DE-LU,139.47,PT15M
2025-12-11 22:15,2025-12-11T21:15:00Z,DE-LU,117.57,PT15M
2025-08-10 18:15,2025-08-10T16:15:00Z,DE-LU,83.72,PT15M
2025-12-27 21:45,2025-12-27T20:45:00Z,DE-LU,103.55,PT15M
2025-10-05 02:45,2025-10-05T00:45:00Z,DE-LU,50.43,PT15M
2025-03-20 02:45,2025-03-20T01:45:00Z,DE-LU,65.93,PT15M
2025-11-23 19:30,2025-11-23T18:30:00Z,DE-LU,99.93,PT15M
2025-01-22 22:15,2025-01-22T21:15:00Z,DE-LU,100.53,PT15M
2025-11-09 19:00,2025-11-09T18:00:00Z,DE-LU,119.37,PT15M
2025-09-01 09:30,2025-09-01T07:30:00Z,DE-LU,60.4,PT15M
2025-04-11 17:15,2025-04-11T15:15:00Z,DE-LU,97.87,PT15M
2025-12-30 15:30,2025-12-30T14:30:00Z,DE-LU,82.78,PT15M
2025-10-07 02:00,2025-10-07T00:00:00Z,DE-LU,68.07,PT15M
2025-06-18 05:00,2025-06-18T03:00:00Z,DE-LU,74.9,PT15M
2025-07-20 06:45,2025-07-20T04:45:00Z,DE-LU,63.59,PT15M
2025-09-09 19:00,2025-09-09T17:00:00Z,DE-LU,104.85,PT15M
2025-01-01 18:45,2025-01-01T17:45:00Z,DE-LU,147.43,PT15M
2025-08-16 23:45,2025-08-16T21:45:00Z,DE-LU,31.81,PT15M
2025-07-20 12:45,2025-07-20T10:45:00Z,DE-LU,-0.21,PT15M
2025-05-12 05:00,2025-05-12T03:00:00Z,DE-LU,79.55,PT15M
2025-11-22 21:30,2025-11-22T20:30:00Z,DE-LU,87.95,PT15M
2025-05-31 15:00,2025-05-31T13:00:00Z,DE-LU,29.96,PT15M
2025-08-01 10:45,2025-08-01T08:45:00Z,DE-LU,47.11,PT15M
2025-03-25 08:30,2025-03-25T07:30:00Z,DE-LU,118.13,PT15M
2025-07-15 07:15,2025-07-15T05:15:00Z,DE-LU,95.29,PT15M
2025-11-05 03:00,2025-11-05T02:00:00Z,DE-LU,88.84,PT15M
2025-05-02 13:15,2025-05-02T11:15:00Z,DE-LU,30.24,PT15M
2025-01-24 13:30,2025-01-24T12:30:00Z,DE-LU,83.84,PT15M
2025-10-20 13:00,2025-10-20T11:00:00Z,DE-LU,41.97,PT15M
2025-01-25 04:00,2025-01-25T03:00:00Z,DE-LU,90.62,PT15M
2025-05-03 09:45,2025-05-03T07:45:00Z,DE-LU,46.97,PT15M
2025-09-28 01:30,2025-09-27T23:30:00Z,DE-LU,42.81,PT15M
2025-08-04 12:45,2025-08-04T10:45:00Z,DE-LU,29.02,PT15M
2025-10-21 17:30,2025-10-21T15:30:00Z,DE-LU,125.12,PT15M
2025-05-08 17:30,2025-05-08T15:30:00Z,DE-LU,107.82,PT15M
2025-05-19 06:00,2025-05-19T04:00:00Z,DE-LU,72.99,PT15M
2025-01-28 18:30,2025-01-28T17:30:00Z,DE-LU,134.25,PT15M
2025-05-29 04:15,2025-05-29T02:15:00Z,DE-LU,67.01,PT15M
2025-06-30 16:00,2025-06-30T14:00:00Z,DE-LU,43.65,PT15M
2025-11-01 02:30,2025-11-01T01:30:00Z,DE-LU,74.11,PT15M
2025-05-05 09:45,2025-05-05T07:45:00Z,DE-LU,85.43,PT15M
2025-08-02 19:30,2025-08-02T17:30:00Z,DE-LU,91.09,PT15M
2025-09-23 16:00,2025-09-23T14:00:00Z,DE-LU,80.97,PT15M
2025-09-11 00:15,2025-09-10T22:15:00Z,DE-LU,80.75,PT15M
2025-05-26 01:00,2025-05-25T23:00:00Z,DE-LU,55.65,PT15M
2025-07-02 11:15,2025-07-02T09:15:00Z,DE-LU,19.56,PT15M
2025-03-01 14:30,2025-03-01T13:30:00Z,DE-LU,71.96,PT15M
2025-11-17 21:30,2025-11-17T20:30:00Z,DE-LU,99.2,PT15M
2025-09-14 13:45,2025-09-14T11:45:00Z,DE-LU,33.99,PT15M
2025-04-05 04:45,2025-04-05T02:45:00Z,DE-LU,64.16,PT15M
2025-02-21 03:15,2025-02-21T02:15:00Z,DE-LU,89.68,PT15M
2025-06-18 07:15,2025-06-18T05:15:00Z,DE-LU,89.67,PT15M
2025-07-05 01:45,2025-07-04T23:45:00Z,DE-LU,42.62,PT15M
2025-12-21 09:30,2025-12-21T08:30:00Z,DE-LU,94.63,PT15M
2025-01-21 23:45,2025-01-21T22:45:00Z,DE-LU,105.18,PT15M
2025-06-06 11:30,2025-06-06T09:30:00Z,DE-LU,44.04,PT15M
2025-04-04 17:30,2025-04-04T15:30:00Z,DE-LU,102.97,PT15M
2025-08-30 07:30,2025-08-30T05:30:00Z,DE-LU,84.24,PT15M
2025-05-21 02:30,2025-05-21T00:30:00Z,DE-LU,63.28,PT15M
2025-08-21 17:00,2025-08-21T15:00:00Z,DE-LU,82.33,PT15M
2025-10-08 04:30,2025-10-08T02:30:00Z,DE-LU,88.93,PT15M
2025-07-19 07:00,2025-07-19T05:00:00Z,DE-LU,74.06,PT15M
2025-08-03 13:00,2025-08-03T11:00:00Z,DE-LU,-4.32,PT15M
2025-08-08 07:45,2025-08-08T05:45:00Z,DE-LU,76.22,PT15M
2025-10-14 05:15,2025-10-14T03:15:00Z,DE-LU,75.5,PT15M
2025-05-02 08:00,2025-05-02T06:00:00Z,DE-LU,84.89,PT15M
2025-02-26 20:30,2025-02-26T19:30:00Z,DE-LU,123.09,PT15M
2025-03-01 16:30,2025-03-01T15:30:00Z,DE-LU,69.46,PT15M
2025-08-11 14:30,2025-08-11T12:30:00Z,DE-LU,18.81,PT15M
2025-06-03 16:30,2025-06-03T14:30:00Z,DE-LU,64.97,PT15M
2025-09-08 11:15,2025-09-08T09:15:00Z,DE-LU,50.19,PT15M
2025-02-07 23:45,2025-02-07T22:45:00Z,DE-LU,97.82,PT15M
2025-11-13 19:30,2025-11-13T18:30:00Z,DE-LU,108.52,PT15M
2025-07-27 16:15,2025-07-27T14:15:00Z,DE-LU,43.54,PT15M
2025-01-02 01:45,2025-01-02T00:45:00Z,DE-LU,106.0,PT15M
2025-09-21 05:30,2025-09-21T03:30:00Z,DE-LU,78.97,PT15M
2025-02-12 07:00,2025-02-12T06:00:00Z,DE-LU,116.45,PT15M
2025-05-19 16:00,2025-05-19T14:00:00Z,DE-LU,67.39,PT15M
2025-12-10 12:45,2025-12-10T11:45:00Z,DE-LU,93.89,PT15M
2025-07-13 16:30,2025-07-13T14:30:00Z,DE-LU,58.16,PT15M
2025-02-10 17:45,2025-02-10T16:45:00Z,DE-LU,147.41,PT15M
2025-07-10 03:30,2025-07-10T01:30:00Z,DE-LU,46.61,PT15M
2025-02-25 11:45,2025-02-25T10:45:00Z,DE-LU,72.52,PT15M
2025-03-01 09:30,2025-03-01T08:30:00Z,DE-LU,98.2,PT15M
2025-01-13 21:45,2025-01-13T20:45:00Z,DE-LU,123.09,PT15M
2025-08-05 06:30,2025-08-05T04:30:00Z,DE-LU,77.01,PT15M
2025-11-23 17:30,2025-11-23T16:30:00Z,DE-LU,106.64,PT15M
2025-10-04 23:30,2025-10-04T21:30:00Z,DE-LU,63.63,PT15M
2025-01-11 00:30,2025-01-10T23:30:00Z,DE-LU,83.69,PT15M
2025-10-22 13:15,2025-10-22T11:15:00Z,DE-LU,64.84,PT15M
2025-12-27 19:15,2025-12-27T18:15:00Z,DE-LU,141.82,PT15M
2025-09-05 10:30,2025-09-05T08:30:00Z,DE-LU,55.91,PT15M
2025-10-18 00:45,2025-10-17T22:45:00Z,DE-LU,76.76,PT15M
2025-09-18 06:30,2025-09-18T04:30:00Z,DE-LU,86.24,PT15M
2025-01-15 23:30,2025-01-15T22:30:00Z,DE-LU,92.19,PT15M
2025-07-07 20:15,2025-07-07T18:15:00Z,DE-LU,80.8,PT15M
2025-05-07 03:15,2025-05-07T01:15:00Z,DE-LU,69.92,PT15M
2025-09-20 02:15,2025-09-20T00:15:00Z,DE-LU,70.4,PT15M
2025-04-25 06:00,2025-04-25T04:00:00Z,DE-LU,93.49,PT15M
2025-04-04 12:45,2025-04-04T10:45:00Z,DE-LU,67.92,PT15M
2025-12-21 18:15,2025-12-21T17:15:00Z,DE-LU,129.47,PT15M
2025-12-15 14:45,2025-12-15T13:45:00Z,DE-LU,108.13,PT15M
2025-04-22 02:45,2025-04-22T00:45:00Z,DE-LU,47.44,PT15M
2025-05-28 07:00,2025-05-28T05:00:00Z,DE-LU,70.73,PT15M
2025-03-23 23:30,2025-03-23T22:30:00Z,DE-LU,90.37,PT15M
2025-10-05 20:30,2025-10-05T18:30:00Z,DE-LU,102.34,PT15M
2025-07-27 21:00,2025-07-27T19:00:00Z,DE-LU,72.2,PT15M
2025-12-18 01:45,2025-12-18T00:45:00Z,DE-LU,98.36,PT15M
2025-07-10 11:30,2025-07-10T09:30:00Z,DE-LU,33.66,PT15M
2025-05-15 20:45,2025-05-15T18:45:00Z,DE-LU,83.75,PT15M
2025-01-20 06:15,2025-01-20T05:15:00Z,DE-LU,114.12,PT15M
2025-12-06 19:30,2025-12-06T18:30:00Z,DE-LU,143.89,PT15M
2025-02-04 12:45,2025-02-04T11:45:00Z,DE-LU,88.79,PT15M
2025-02-17 20:15,2025-02-17T19:15:00Z,DE-LU,120.98,PT15M
2025-10-28 16:45,2025-10-28T15:45:00Z,DE-LU,87.38,PT15M
2025-09-10 05:00,2025-09-10T03:00:00Z,DE-LU,61.28,PT15M
2025-03-20 18:45,2025-03-20T17:45:00Z,DE-LU,123.94,PT15M
2025-07-29 20:45,2025-07-29T18:45:00Z,DE-LU,66.91,PT15M
2025-06-08 13:30,2025-06-08T11:30:00Z,DE-LU,4.25,PT15M
2025-06-19 07:30,2025-06-19T05:30:00Z,DE-LU,101.91,PT15M
2025-04-18 13:45,2025-04-18T11:45:00Z,DE-LU,56.51,PT15M
2025-06-14 01:15,2025-06-13T23:15:00Z,DE-LU,61.49,PT15M
2025-12-15 01:30,2025-12-15T00:30:00Z,DE-LU,81.21,PT15M
2025-02-18 03:45,2025-02-18T02:45:00Z,DE-LU,99.36,PT15M
2025-12-18 19:45,2025-12-18T18:45:00Z,DE-LU,125.71,PT15M
2025-04-10 01:15,2025-04-09T23:15:00Z,DE-LU,87.9,PT15M
2025-05-13 20:45,2025-05-13T18:45:00Z,DE-LU,93.08,PT15M
2025-09-01 13:45,2025-09-01T11:45:00Z,DE-LU,22.83,PT15M
2025-05-07 18:30,2025-05-07T16:30:00Z,DE-LU,107.48,PT15M
2025-04-05 18:15,2025-04-05T16:15:00Z,DE-LU,90.1,PT15M
2025-07-02 03:30,2025-07-02T01:30:00Z,DE-LU,58.75,PT15M
2025-03-01 19:30,2025-03-01T18:30:00Z,DE-LU,128.21,PT15M
2025-08-30 00:45,2025-08-29T22:45:00Z,DE-LU,45.53,PT15M
2025-01-07 18:00,2025-01-07T17:00:00Z,DE-LU,133.48,PT15M
2025-04-02 06:45,2025-04-02T04:45:00Z,DE-LU,89.21,PT15M
2025-07-20 06:00,2025-07-20T04:00:00Z,DE-LU,66.16,PT15M
2025-10-23 03:30,2025-10-23T01:30:00Z,DE-LU,68.11,PT15M
2025-06-20 14:30,2025-06-20T12:30:00Z,DE-LU,24.97,PT15M
2025-10-17 06:15,2025-10-17T04:15:00Z,DE-LU,78.44,PT15M
2025-03-15 09:45,2025-03-15T08:45:00Z,DE-LU,90.48,PT15M
2025-08-20 03:45,2025-08-20T01:45:00Z,DE-LU,67.4,PT15M
2025-12-22 13:30,2025-12-22T12:30:00Z,DE-LU,77.73,PT15M
2025-06-20 10:00,2025-06-20T08:00:00Z,DE-LU,49.24,PT15M
2025-12-13 15:00,2025-12-13T14:00:00Z,DE-LU,83.63,PT15M
2025-01-26 15:30,2025-01-26T14:30:00Z,DE-LU,85.0,PT15M
2025-12-29 06:45,2025-12-29T05:45:00Z,DE-LU,110.65,PT15M
2025-06-09 04:00,2025-06-09T02:00:00Z,DE-LU,33.24,PT15M
2025-06-05 17:15,2025-06-05T15:15:00Z,DE-LU,65.02,PT15M
2025-02-22 15:30,2025-02-22T14:30:00Z,DE-LU,81.84,PT15M
2025-09-23 00:15,2025-09-22T22:15:00Z,DE-LU,82.2,PT15M
2025-07-13 00:45,2025-07-12T22:45:00Z,DE-LU,39.12,PT15M
2025-02-21 23:45,2025-02-21T22:45:00Z,DE-LU,97.93,PT15M
2025-05-06 22:15,2025-05-06T20:15:00Z,DE-LU,72.55,PT15M
2025-11-25 17:30,2025-11-25T16:30:00Z,DE-LU,109.95,PT15M
2025-11-27 08:30,2025-11-27T07:30:00Z,DE-LU,115.16,PT15M
2025-08-21 05:15,2025-08-21T03:15:00Z,DE-LU,68.37,PT15M
2025-04-06 01:30,2025-04-05T23:30:00Z,DE-LU,64.73,PT15M
2025-09-20 17:45,2025-09-20T15:45:00Z,DE-LU,91.12,PT15M
2025-04-17 15:45,2025-04-17T13:45:00Z,DE-LU,61.53,PT15M
2025-03-27 20:30,2025-03-27T19:30:00Z,DE-LU,111.47,PT15M
2025-12-30 20:45,2025-12-30T19:45:00Z,DE-LU,123.58,PT15M
2025-08-04 09:00,2025-08-04T07:00:00Z,DE-LU,62.11,PT15M
2025-01-17 22:00,2025-01-17T21:00:00Z,DE-LU,108.57,PT15M
2025-08-19 03:45,2025-08-19T01:45:00Z,DE-LU,55.46,PT15M
2025-03-09 12:15,2025-03-09T11:15:00Z,DE-LU,56.22,PT15M
2025-07-30 16:15,2025-07-30T14:15:00Z,DE-LU,45.64,PT15M
2025-02-13 10:45,2025-02-13T09:45:00Z,DE-LU,96.69,PT15M
2025-06-25 01:00,2025-06-24T23:00:00Z,DE-LU,66.49,PT15M
2025-07-14 04:15,2025-07-14T02:15:00Z,DE-LU,55.85,PT15M
2025-07-14 13:00,2025-07-14T11:00:00Z,DE-LU,28.28,PT15M
2025-05-16 06:15,2025-05-16T04:15:00Z,DE-LU,70.48,PT15M
2025-11-28 18:45,2025-11-28T17:45:00Z,DE-LU,135.75,PT15M
2025-03-15 10:30,2025-03-15T09:30:00Z,DE-LU,78.91,PT15M
2025-09-10 02:45,2025-09-10T00:45:00Z,DE-LU,44.79,PT15M
2025-10-07 13:30,2025-10-07T11:30:00Z,DE-LU,35.7,PT15M
2025-01-23 15:30,2025-01-23T14:30:00Z,DE-LU,98.94,PT15M
2025-08-03 07:45,2025-08-03T05:45:00Z,DE-LU,75.36,PT15M
2025-07-15 04:30,2025-07-15T02:30:00Z,DE-LU,36.89,PT15M
2025-06-23 09:30,2025-06-23T07:30:00Z,DE-LU,62.78,PT15M
2025-01-02 17:15,2025-01-02T16:15:00Z,DE-LU,109.42,PT15M
2025-08-31 08:15,2025-08-31T06:15:00Z,DE-LU,83.37,PT15M
2025-10-10 12:45,2025-10-10T10:45:00Z,DE-LU,42.92,PT15M
2025-04-19 20:00,2025-04-19T18:00:00Z,DE-LU,91.08,PT15M
2025-09-02 03:00,2025-09-02T01:00:00Z,DE-LU,56.49,PT15M
2025-10-29 04:00,2025-10-29T03:00:00Z,DE-LU,69.61,PT15M
2025-08-23 22:30,2025-08-23T20:30:00Z,DE-LU,53.29,PT15M
2025-04-26 22:15,2025-04-26T20:15:00Z,DE-LU,73.06,PT15M
2025-12-02 21:00,2025-12-02T20:00:00Z,DE-LU,112.26,PT15M
2025-07-28 20:15,2025-07-28T18:15:00Z,DE-LU,96.85,PT15M
2025-10-26 17:15,2025-10-26T16:15:00Z,DE-LU,83.12,PT15M
2025-02-17 13:45,2025-02-17T12:45:00Z,DE-LU,81.24,PT15M
2025-01-24 12:00,2025-01-24T11:00:00Z,DE-LU,87.83,PT15M
2025-09-29 16:45,2025-09-29T14:45:00Z,DE-LU,68.57,PT15M
2025-04-30 09:45,2025-04-30T07:45:00Z,DE-LU,63.9,PT15M
2025-06-05 00:30,2025-06-04T22:30:00Z,DE-LU,69.35,PT15M
2025-04-26 16:30,2025-04-26T14:30:00Z,DE-LU,61.15,PT15M
2025-11-18 12:30,2025-11-18T11:30:00Z,DE-LU,92.09,PT15M
2025-12-22 12:15,2025-12-22T11:15:00Z,DE-LU,87.7,PT15M
2025-08-05 03:00,2025-08-05T01:00:00Z,DE-LU,43.56,PT15M
2025-11-21 15:00,2025-11-21T14:00:00Z,DE-LU,84.23,PT15M
2025-10-06 13:45,2025-10-06T11:45:00Z,DE-LU,64.47,PT15M
2025-11-04 03:45,2025-11-04T02:45:00Z,DE-LU,86.5,PT15M
2025-03-07 06:30,2025-03-07T05:30:00Z,DE-LU,105.72,PT15M
2025-04-02 00:00,2025-04-01T22:00:00Z,DE-LU,87.12,PT15M
2025-02-15 03:30,2025-02-15T02:30:00Z,DE-LU,88.4,PT15M
2025-06-30 03:15,2025-06-30T01:15:00Z,DE-LU,40.2,PT15M
2025-03-25 00:45,2025-03-24T23:45:00Z,DE-LU,90.55,PT15M
2025-12-14 23:00,2025-12-14T22:00:00Z,DE-LU,110.33,PT15M
2025-08-23 15:15,2025-08-23T13:15:00Z,DE-LU,47.57,PT15M
2025-01-16 17:45,2025-01-16T16:45:00Z,DE-LU,132.55,PT15M
2025-09-14 00:45,2025-09-13T22:45:00Z,DE-LU,45.45,PT15M
2025-05-22 20:15,2025-05-22T18:15:00Z,DE-LU,88.35,PT15M
2025-12-26 10:00,2025-12-26T09:00:00Z,DE-LU,97.78,PT15M
2025-12-27 09:15,2025-12-27T08:15:00Z,DE-LU,111.88,PT15M
2025-01-08 23:00,2025-01-08T22:00:00Z,DE-LU,107.62,PT15M
2025-06-26 03:00,2025-06-26T01:00:00Z,DE-LU,39.86,PT15M
2025-09-25 12:15,2025-09-25T10:15:00Z,DE-LU,32.59,PT15M
2025-08-25 16:15,2025-08-25T14:15:00Z,DE-LU,50.82,PT15M
2025-09-12 02:15,2025-09-12T00:15:00Z,DE-LU,69.17,PT15M
2025-06-04 19:00,2025-06-04T17:00:00Z,DE-LU,99.86,PT15M
2025-12-15 01:15,2025-12-15T00:15:00Z,DE-LU,85.28,PT15M
2025-05-08 11:00,2025-05-08T09:00:00Z,DE-LU,59.59,PT15M
2025-10-13 14:15,2025-10-13T12:15:00Z,DE-LU,56.7,PT15M
2025-04-16 01:45,2025-04-15T23:45:00Z,DE-LU,76.65,PT15M
2025-09-24 12:00,2025-09-24T10:00:00Z,DE-LU,42.3,PT15M
2025-08-15 19:00,2025-08-15T17:00:00Z,DE-LU,109.67,PT15M
2025-10-23 02:30,2025-10-23T00:30:00Z,DE-LU,81.1,PT15M
2025-02-24 13:00,2025-02-24T12:00:00Z,DE-LU,67.74,PT15M
2025-01-25 20:15,2025-01-25T19:15:00Z,DE-LU,112.74,PT15M
2025-07-12 10:45,2025-07-12T08:45:00Z,DE-LU,-84.11,PT15M
2025-12-03 07:30,2025-12-03T06:30:00Z,DE-LU,121.78,PT15M
2025-10-12 12:30,2025-10-12T10:30:00Z,DE-LU,71.81,PT15M
2025-03-19 15:00,2025-03-19T14:00:00Z,DE-LU,82.61,PT15M
2025-05-24 21:30,2025-05-24T19:30:00Z,DE-LU,59.98,PT15M
2025-05-04 06:30,2025-05-04T04:30:00Z,DE-LU,76.17,PT15M
2025-07-04 14:45,2025-07-04T12:45:00Z,DE-LU,45.08,PT15M
2025-09-01 10:30,2025-09-01T08:30:00Z,DE-LU,37.33,PT15M
2025-04-26 03:30,2025-04-26T01:30:00Z,DE-LU,46.15,PT15M
2025-12-31 10:45,2025-12-31T09:45:00Z,DE-LU,82.97,PT15M
2025-03-13 18:15,2025-03-13T17:15:00Z,DE-LU,133.92,PT15M
2025-01-28 03:30,2025-01-28T02:30:00Z,DE-LU,85.53,PT15M
2025-09-16 02:45,2025-09-16T00:45:00Z,DE-LU,73.78,PT15M
2025-02-20 14:15,2025-02-20T13:15:00Z,DE-LU,75.41,PT15M
2025-12-02 13:15,2025-12-02T12:15:00Z,DE-LU,97.41,PT15M
2025-10-26 17:30,2025-10-26T16:30:00Z,DE-LU,104.48,PT15M
2025-02-05 00:45,2025-02-04T23:45:00Z,DE-LU,90.75,PT15M
2025-06-25 04:00,2025-06-25T02:00:00Z,DE-LU,52.31,PT15M
2025-07-19 12:45,2025-07-19T10:45:00Z,DE-LU,5.58,PT15M
2025-11-03 06:45,2025-11-03T05:45:00Z,DE-LU,97.0,PT15M
2025-07-03 19:00,2025-07-03T17:00:00Z,DE-LU,100.62,PT15M
2025-05-12 20:45,2025-05-12T18:45:00Z,DE-LU,84.54,PT15M
2025-07-02 09:45,2025-07-02T07:45:00Z,DE-LU,56.32,PT15M
2025-11-30 08:15,2025-11-30T07:15:00Z,DE-LU,109.99,PT15M
2025-08-12 16:00,2025-08-12T14:00:00Z,DE-LU,50.27,PT15M
2025-05-27 15:45,2025-05-27T13:45:00Z,DE-LU,49.74,PT15M
2025-09-12 19:00,2025-09-12T17:00:00Z,DE-LU,137.04,PT15M
2025-12-28 02:45,2025-12-28T01:45:00Z,DE-LU,105.23,PT15M
2025-12-22 07:45,2025-12-22T06:45:00Z,DE-LU,124.37,PT15M
2025-12-24 08:30,2025-12-24T07:30:00Z,DE-LU,137.02,PT15M
2025-06-16 05:15,2025-06-16T03:15:00Z,DE-LU,51.54,PT15M
2025-02-07 01:30,2025-02-07T00:30:00Z,DE-LU,102.91,PT15M
2025-03-15 03:00,2025-03-15T02:00:00Z,DE-LU,76.45,PT15M
2025-04-23 11:15,2025-04-23T09:15:00Z,DE-LU,53.85,PT15M
2025-01-19 17:45,2025-01-19T16:45:00Z,DE-LU,113.98,PT15M
2025-11-03 22:15,2025-11-03T21:15:00Z,DE-LU,81.23,PT15M
2025-08-23 11:15,2025-08-23T09:15:00Z,DE-LU,26.24,PT15M
2025-01-08 19:45,2025-01-08T18:45:00Z,DE-LU,133.47,PT15M
2025-01-24 06:15,2025-01-24T05:15:00Z,DE-LU,122.56,PT15M
2025-08-30 18:00,2025-08-30T16:00:00Z,DE-LU,92.01,PT15M
2025-10-29 13:30,2025-10-29T12:30:00Z,DE-LU,63.3,PT15M
2025-03-15 06:30,2025-03-15T05:30:00Z,DE-LU,85.68,PT15M
2025-06-12 08:15,2025-06-12T06:15:00Z,DE-LU,95.72,PT15M
2025-12-26 23:30,2025-12-26T22:30:00Z,DE-LU,99.76,PT15M
2025-08-22 00:30,2025-08-21T22:30:00Z,DE-LU,56.61,PT15M
2025-04-23 08:00,2025-04-23T06:00:00Z,DE-LU,86.76,PT15M
2025-07-12 05:45,2025-07-12T03:45:00Z,DE-LU,60.51,PT15M
2025-04-27 22:45,2025-04-27T20:45:00Z,DE-LU,49.11,PT15M
2025-10-12 05:15,2025-10-12T03:15:00Z,DE-LU,74.81,PT15M
2025-06-06 08:00,2025-06-06T06:00:00Z,DE-LU,88.32,PT15M
