malo_id,interval_start_local,value,unit,status,source
94391268065,2025-04-09 05:00,0.0362,KWH,V,MSCONS
65400074314,2025-04-22 08:00,0.1137,KWH,V,MSCONS
53850487964,2025-02-28 12:30,0.2423,KW,V,MSCONS
13733263538,2025-02-28 02:30,0.8576,KWH,V,MSCONS
52784051030,2025-04-23 08:45,0.0713,KWH,V,MSCONS
65400074314,20.03.2025 19:30,0.1821,KWH,E,MSCONS
48126289103,2025-04-21 23:30,0.2388,KW,V,MSCONS
38141832343,2025-02-18 13:15,0.5767,KWH,V,MSCONS
45855425961,2025-04-18 00:45,0.471,KWH,V,MSCONS
19554292257,2025-02-13 10:30,0.3892,KWH,V,MSCONS
17417694597,2025-04-26 19:30,0.8934,KWH,V,MSCONS
48126289103,2025-02-28 17:00,0.4257,KW,V,MSCONS
69410910768,2025-02-18 08:30,"0,7741",KWH,V,MSCONS
66586652381,2025-02-04 17:15,0.7967,KWH,V,MSCONS
59028472520,2025-03-25 15:00,0.0401,KWH,V,MSCONS
51451020772,2025-02-03 12:00,0.5728,KWH,V,MSCONS
55457754991,2025-02-02 19:00,0.8044,KW,V,MSCONS
65400074314,2025-03-04 07:15,"0,1159",KWH,V,MSCONS
58143754480,05.04.2025 23:45,0.0815,KWH,V,MSCONS
19554292257,2025-04-16 00:45,0.5421,KWH,V,MSCONS
19554292257,2025-02-01 11:45,0.4861,KWH,V,MSCONS
69410910768,2025-02-10 06:30,1.4206,KWH,V,MSCONS
13733263538,2025-03-30 23:30,0.9374,KWH,V,MSCONS
07412179067,2025-02-20 09:00,0.5825,KWH,V,MSCONS
52784051030,2025-02-14 17:00,0.1171,KWH,V,MSCONS
65400074314,2025-02-12 17:45,0.1143,KWH,V,MSCONS
65720280897,2025-03-21 15:00,"0,3756",KWH,V,MSCONS
70348049725,2025-03-07 14:30,0.0579,KWH,V,MSCONS
07412179067,2025-04-27 03:30,"0,2833",KWH,V,MSCONS
64853594978,2025-04-20 20:30,0.1057,KWH,V,MSCONS
91797430928,2025-03-22 00:00,0.6522,KWH,V,MSCONS
07412179067,2025-02-07 11:15,0.4767,KWH,V,MSCONS
49114475696,2025-03-09 13:30,0.741,KWH,V,MSCONS
94391268065,2025-02-25 06:00,0.0708,KWH,V,MSCONS
07412179067,2025-04-14 02:45,"0,741",KWH,V,MSCONS
17417694597,2025-04-13 11:30,0.5739,KWH,V,MSCONS
59028472520,09.02.2025 11:00,0.0679,KWH,V,MSCONS
59028472520,2025-04-13 13:45,0.04,KWH,V,MSCONS
19754516392,2025-02-03 04:00,1.0442,KWH,V,MSCONS
38141832343,2025-02-13 07:45,1.1905,KWH,V,MSCONS
66586652381,2025-04-22 01:00,0.3618,KWH,V,MSCONS
13733263538,2025-04-18 01:00,0.6535,KWH,V,MSCONS
61804172126,2025-04-12 16:45,1.212,KWH,V,MSCONS
65400074314,25.02.2025 09:15,0.0988,KWH,V,MSCONS
59028472520,2025-04-08 13:30,0.0525,KWH,V,MSCONS
59028472520,2025-02-02 16:45,0.0845,KWH,V,MSCONS
17417694597,2025-03-07 03:45,0.989,KWH,V,MSCONS
58143754480,2025-02-11 07:45,-0.1768,KWH,V,MSCONS
59028472520,2025-03-03 06:15,0.0856,KWH,V,MSCONS
69410910768,2025-03-18 09:00,0.8312,KWH,V,MSCONS
53850487964,2025-03-27 07:45,0.3679,KW,V,MSCONS
52784051030,2025-02-12 21:30,0.1421,KWH,V,MSCONS
65400074314,2025-04-23 20:45,0.1192,KWH,V,MSCONS
02060690718,2025-03-03 05:00,1.1185,KWH,V,MSCONS
83482028030,2025-03-13 19:15,0.2096,KWH,V,MSCONS
07412179067,2025-03-13 16:30,0.9024,KWH,V,MSCONS
53850487964,2025-02-08 08:30,0.2692,KW,V,MSCONS
13733263538,2025-02-11 07:00,1.1076,KWH,V,MSCONS
52784051030,2025-02-21 06:00,0.1045,KWH,V,MSCONS
65400074314,2025-02-18 23:00,0.0759,KWH,V,MSCONS
13733263538,2025-02-05 22:00,0.9029,KWH,V,MSCONS
58143754480,2025-04-12 03:00,"0,0775",KWH,V,MSCONS
55457754991,11.03.2025 17:30,"0,402",KW,V,MSCONS
02060690718,2025-03-07 02:00,1.1145,KWH,V,MSCONS
02378447181,2025-03-20 11:45,"0,5434",KWH,V,MSCONS
52784051030,2025-02-09 10:45,0.0781,KWH,V,MSCONS
53850487964,2025-03-04 09:45,0.2651,KW,V,MSCONS
50096239004,2025-02-06 10:45,0.4309,KWH,V,MSCONS
61804172126,21.02.2025 09:45,0.6088,KWH,V,MSCONS
58143754480,2025-04-30 03:00,0.0607,KWH,V,MSCONS
61804172126,2025-02-05 04:45,1.0954,KWH,V,MSCONS
94391268065,15.04.2025 13:45,0.0445,KWH,V,MSCONS
13733263538,2025-03-27 01:45,0.8844,KWH,V,MSCONS
02060690718,2025-02-18 12:45,0.6985,KWH,V,MSCONS
65720280897,2025-03-01 02:45,0.6694,KWH,V,MSCONS
69410910768,2025-03-20 06:15,"1,1962",KWH,V,MSCONS
66586652381,2025-02-28 20:45,0.9491,KWH,V,MSCONS
53850487964,2025-03-15 14:30,0.2034,KW,V,MSCONS
17417694597,2025-02-17 09:15,0.6521,KWH,V,MSCONS
13733263538,2025-04-05 08:15,0.5647,KWH,V,MSCONS
61804172126,2025-04-17 10:00,0.524,KWH,E,MSCONS
04014447556,2025-03-29 14:15,0.0977,KWH,V,MSCONS
69410910768,2025-03-20 04:00,1.0083,KWH,V,MSCONS
83482028030,2025-02-04 07:00,0.1272,KWH,V,MSCONS
52784051030,2025-04-09 22:45,0.0633,KWH,V,MSCONS
91797430928,2025-04-03 12:00,0.3488,KWH,V,MSCONS
07412179067,2025-02-25 12:15,0.5162,KWH,V,MSCONS
51451020772,2025-02-15 21:45,1.1624,KWH,V,MSCONS
53850487964,2025-04-11 10:00,0.2224,KW,V,MSCONS
04014447556,26.04.2025 15:00,0.0649,KWH,V,MSCONS
17417694597,22.03.2025 16:00,0.6073,KWH,V,MSCONS
53850487964,2025-04-06 02:00,0.1803,KW,V,MSCONS
94391268065,2025-03-20 19:30,0.1645,KWH,V,MSCONS
13733263538,2025-03-14 17:30,"1,0623",KWH,V,MSCONS
51451020772,2025-04-12 01:45,0.9881,KWH,V,MSCONS
51451020772,14.02.2025 20:15,1.2865,KWH,V,MSCONS
58143754480,2025-02-12 08:45,0.1649,KWH,V,MSCONS
50096239004,2025-02-21 00:15,0.6527,KWH,V,MSCONS
51451020772,2025-03-26 03:30,0.9214,KWH,V,MSCONS
59028472520,2025-03-13 18:45,0.1596,KWH,V,MSCONS
65400074314,2025-03-15 14:30,"0,0676",KWH,V,MSCONS
65400074314,2025-02-25 10:45,0.078,KWH,V,MSCONS
65400074314,2025-03-11 17:00,0.0742,KWH,V,MSCONS
19554292257,2025-02-08 05:45,0.8677,KWH,V,MSCONS
59028472520,28.04.2025 01:15,0.0244,KWH,V,MSCONS
94391268065,2025-04-08 05:45,0.0717,KWH,V,MSCONS
49114475696,2025-03-20 09:30,0.6576,KWH,V,MSCONS
55457754991,2025-02-11 20:15,0.5676,KW,V,MSCONS
51451020772,2025-02-18 07:15,1.1922,KWH,V,MSCONS
19554292257,2025-04-18 18:15,0.707,KWH,E,MSCONS
17417694597,2025-02-14 23:45,0.9976,KWH,V,MSCONS
15096034392,2025-02-24 05:15,0.8778,KWH,E,MSCONS
48126289103,2025-04-05 04:15,0.1955,KW,V,MSCONS
19554292257,2025-03-20 18:00,0.7891,KWH,V,MSCONS
55457754991,2025-03-14 14:15,0.3138,KW,V,MSCONS
19754516392,21.04.2025 15:00,0.3361,KWH,V,MSCONS
70348049725,2025-03-16 02:45,0.0294,KWH,V,MSCONS
64853594978,30.04.2025 17:30,0.0609,KWH,V,MSCONS
55457754991,2025-04-02 21:30,0.3451,KW,V,MSCONS
15096034392,2025-03-11 19:30,"1,3938",KWH,V,MSCONS
65400074314,2025-02-27 00:15,0.0484,KWH,V,MSCONS
02060690718,2025-04-15 02:30,0.8899,KWH,V,MSCONS
13733263538,2025-03-16 20:15,1.1882,KWH,V,MSCONS
70348049725,2025-04-12 03:45,0.0509,KWH,V,MSCONS
70348049725,2025-04-14 12:15,"0,0541",KWH,V,MSCONS
58143754480,2025-02-08 18:45,0.2092,KWH,V,MSCONS
65720280897,11.03.2025 06:00,0.7564,KWH,V,MSCONS
94391268065,2025-02-06 07:15,0.1434,KWH,V,MSCONS
13733263538,2025-03-19 11:45,0.5978,KWH,V,MSCONS
50096239004,2025-04-16 13:00,0.3221,KWH,V,MSCONS
94391268065,2025-02-27 22:15,0.062,KWH,V,MSCONS
02378447181,2025-02-06 00:30,"0,9676",KWH,V,MSCONS
07412179067,20.03.2025 06:15,"0,954",KWH,E,MSCONS
65720280897,2025-02-12 19:15,"1,1142",KWH,V,MSCONS
69410910768,2025-04-11 00:30,1.0026,KWH,V,MSCONS
15096034392,2025-03-17 14:45,0.5179,KWH,V,MSCONS
55457754991,2025-03-10 05:45,0.228,KW,V,MSCONS
19554292257,2025-03-31 19:45,"0,9481",KWH,V,MSCONS
02378447181,2025-02-25 01:00,0.9256,KWH,V,MSCONS
51451020772,2025-03-28 11:30,0.5067,KWH,V,MSCONS
66586652381,2025-02-24 22:45,"0,7362",KWH,V,MSCONS
66586652381,2025-03-18 23:00,"0,6799",KWH,V,MSCONS
61804172126,2025-04-26 12:15,0.3853,KWH,V,MSCONS
66586652381,2025-04-19 13:30,0.2977,KWH,V,MSCONS
50096239004,2025-03-27 17:15,0.7936,KWH,V,MSCONS
51451020772,2025-02-18 21:15,1.156,KWH,E,MSCONS
66586652381,2025-04-26 22:30,0.3081,KWH,V,MSCONS
53850487964,2025-02-27 02:30,0.107,KW,V,MSCONS
61804172126,2025-02-13 05:30,1.1683,KWH,V,MSCONS
94391268065,2025-04-10 17:30,0.0917,KWH,V,MSCONS
45855425961,2025-02-17 18:15,"0,8516",KWH,V,MSCONS
70348049725,2025-03-13 08:15,0.1217,KWH,V,MSCONS
55457754991,2025-03-28 22:00,"0,3039",KW,V,MSCONS
48126289103,2025-04-19 07:30,,KW,V,MSCONS
19754516392,2025-02-27 05:45,1.0394,KWH,V,MSCONS
13733263538,2025-04-11 19:45,1.1625,KWH,V,MSCONS
58143754480,2025-02-21 17:15,0.1605,KWH,V,MSCONS
15096034392,2025-03-19 11:15,,KWH,V,MSCONS
45855425961,2025-04-21 01:15,0.3585,KWH,V,MSCONS
65400074314,2025-04-02 20:15,0.1563,KWH,V,MSCONS
70348049725,2025-03-26 03:00,0.0528,KWH,V,MSCONS
69410910768,2025-02-28 02:30,1.034,KWH,V,MSCONS
65720280897,2025-03-14 12:45,0.4224,KWH,V,MSCONS
69410910768,2025-03-23 17:30,1.1605,KWH,V,MSCONS
91797430928,2025-03-04 18:15,0.8263,KWH,V,MSCONS
58143754480,21.02.2025 17:00,0.132,KWH,V,MSCONS
69410910768,2025-02-15 13:45,0.7094,KWH,V,MSCONS
02060690718,2025-02-23 02:45,1.0805,KWH,V,MSCONS
19754516392,2025-04-03 19:00,1.2755,KWH,V,MSCONS
70348049725,2025-02-14 03:15,0.0506,KWH,V,MSCONS
66586652381,2025-03-06 22:15,"0,7493",KWH,V,MSCONS
66586652381,2025-04-09 15:00,0.4079,KWH,V,MSCONS
48126289103,2025-02-05 00:30,0.188,KW,V,MSCONS
59028472520,31.03.2025 18:15,0.0954,KWH,V,MSCONS
38141832343,2025-03-10 02:00,-0.8767,KWH,V,MSCONS
91797430928,2025-03-20 19:45,1.0204,KWH,V,MSCONS
15096034392,2025-03-12 18:00,"1,1014",KWH,V,MSCONS
45855425961,2025-04-07 12:30,0.3742,KWH,V,MSCONS
55457754991,2025-02-12 00:30,0.13,KW,V,MSCONS
48126289103,2025-03-08 13:00,0.3715,KW,V,MSCONS
66586652381,21.02.2025 05:15,0.6941,KWH,V,MSCONS
65400074314,2025-02-15 04:00,0.0651,KWH,V,MSCONS
66586652381,2025-03-29 10:00,"0,4241",KWH,V,MSCONS
02060690718,2025-04-24 21:45,0.4927,KWH,V,MSCONS
49114475696,2025-02-25 02:15,1.0938,KWH,V,MSCONS
49114475696,30.04.2025 11:45,"0,3509",KWH,V,MSCONS
65720280897,2025-04-09 12:45,0.3905,KWH,V,MSCONS
61804172126,2025-04-27 23:00,0.4469,KWH,V,MSCONS
59028472520,2025-04-10 06:00,0.0537,KWH,V,MSCONS
91797430928,2025-02-12 22:45,0.722,KWH,V,MSCONS
53850487964,2025-03-31 01:15,0.1867,KW,V,MSCONS
15096034392,2025-04-28 20:30,"0,5782",KWH,E,MSCONS
15096034392,2025-03-10 22:15,"1,0384",KWH,V,MSCONS
04014447556,2025-03-18 21:45,0.12,KWH,V,MSCONS
66586652381,2025-04-04 07:45,0.8104,KWH,V,MSCONS
02378447181,2025-03-10 22:00,0.9958,KWH,V,MSCONS
94391268065,2025-04-11 13:15,0.0442,KWH,V,MSCONS
48126289103,22.03.2025 03:00,0.271,KW,V,MSCONS
19754516392,2025-04-18 11:15,0.4193,KWH,V,MSCONS
65720280897,15.03.2025 18:15,0.8935,KWH,V,MSCONS
65720280897,2025-04-16 06:15,0.675,KWH,V,MSCONS
07412179067,2025-04-16 15:30,0.4038,KWH,V,MSCONS
52784051030,2025-02-06 05:00,0.0343,KWH,V,MSCONS
83482028030,2025-03-02 00:45,0.0446,KWH,E,MSCONS
64853594978,2025-03-11 10:30,0.041,KWH,V,MSCONS
58143754480,2025-04-07 04:00,0.0483,KWH,V,MSCONS
17417694597,02.04.2025 04:00,0.9942,KWH,V,MSCONS
13733263538,2025-02-18 16:00,0.5891,KWH,V,MSCONS
13733263538,2025-04-11 00:15,0.8455,KWH,V,MSCONS
53850487964,2025-03-10 01:45,0.1995,KW,,MSCONS
02378447181,2025-04-22 14:00,0.3335,KWH,V,MSCONS
70348049725,2025-02-12 03:15,0.0611,KWH,V,MSCONS
51451020772,2025-04-07 04:00,0.9456,KWH,V,MSCONS
55457754991,2025-02-03 21:15,0.4757,KW,V,MSCONS
02060690718,2025-04-08 04:15,3.5343,KWH,V,MSCONS
65400074314,2025-04-15 13:15,0.0773,KWH,V,MSCONS
02378447181,2025-03-07 10:30,"0,5657",KWH,V,MSCONS
83482028030,2025-04-26 17:45,"0,0975",KWH,V,MSCONS
58143754480,2025-03-08 00:45,0.0876,KWH,V,MSCONS
83482028030,2025-02-22 08:00,0.1443,KWH,V,MSCONS
65400074314,2025-03-20 08:00,0.1477,KWH,E,MSCONS
70348049725,2025-03-07 17:00,0.0983,KWH,V,MSCONS
49114475696,2025-03-10 17:30,1.3432,KWH,V,MSCONS
83482028030,23.04.2025 06:45,0.0855,KWH,V,MSCONS
04014447556,2025-04-07 07:00,0.1371,KWH,V,MSCONS
19754516392,2025-04-22 19:00,0.7776,KWH,V,MSCONS
65720280897,07.03.2025 06:30,0.819,KWH,V,MSCONS
58143754480,2025-02-28 00:00,0.0892,KWH,V,MSCONS
91797430928,12.03.2025 15:30,0.3997,KWH,V,MSCONS
59028472520,2025-03-09 03:30,0.0608,KWH,V,MSCONS
61804172126,2025-03-13 22:00,1.2917,KWH,V,MSCONS
50096239004,2025-04-13 02:00,0.5848,KWH,V,MSCONS
51451020772,2025-02-12 20:00,1.5207,KWH,V,MSCONS
69410910768,2025-04-24 03:45,0.4045,KWH,V,MSCONS
13733263538,2025-02-04 03:30,0.8421,KWH,V,MSCONS
38141832343,2025-03-12 10:45,0.5548,KWH,V,MSCONS
38141832343,2025-03-22 06:00,1.0678,KWH,V,MSCONS
02060690718,2025-04-24 18:15,0.8626,KWH,V,MSCONS
15096034392,2025-03-28 05:15,0.8956,KWH,V,MSCONS
94391268065,2025-04-28 16:00,0.0416,KWH,V,MSCONS
83482028030,2025-03-30 05:15,0.0421,KWH,V,MSCONS
69410910768,2025-04-16 12:00,"0,5135",KWH,V,MSCONS
53850487964,2025-02-09 07:00,"0,558",KW,V,MSCONS
17417694597,2025-02-10 08:45,,KWH,V,MSCONS
51451020772,2025-02-19 17:15,1.0898,KWH,V,MSCONS
83482028030,2025-02-19 03:15,0.0505,KWH,V,MSCONS
53850487964,2025-02-24 00:30,0.157,KW,V,MSCONS
04014447556,2025-03-29 07:45,0.1517,KWH,V,MSCONS
02378447181,2025-03-24 14:30,0.5798,KWH,V,MSCONS
50096239004,2025-03-13 23:15,0.6206,KWH,V,MSCONS
61804172126,2025-04-08 22:30,1.1581,KWH,V,MSCONS
02060690718,30.03.2025 06:15,1.2378,KWH,V,MSCONS
17417694597,2025-03-20 06:15,"1,243",KWH,V,MSCONS
19554292257,2025-03-16 03:00,0.7405,KWH,V,MSCONS
15096034392,2025-04-13 00:00,0.7978,KWH,V,MSCONS
19554292257,2025-04-25 16:00,0.198,KWH,V,MSCONS
02378447181,2025-04-03 20:45,1.0697,KWH,V,MSCONS
04014447556,16.03.2025 15:15,0.0781,KWH,V,MSCONS
02378447181,2025-03-29 15:15,0.5273,KWH,V,MSCONS
13733263538,2025-04-05 22:45,0.9049,KWH,V,MSCONS
58143754480,2025-02-14 19:45,0.1842,KWH,V,MSCONS
17417694597,2025-03-25 15:30,"0,5219",KWH,V,MSCONS
02378447181,2025-04-19 03:30,"0,5646",KWH,V,MSCONS
70348049725,2025-02-18 00:15,0.0456,KWH,V,MSCONS
65400074314,2025-03-24 04:45,0.0524,KWH,V,MSCONS
70348049725,2025-03-18 15:30,0.0578,KWH,V,MSCONS
64853594978,2025-03-05 05:30,0.0666,KWH,V,MSCONS
38141832343,2025-03-22 21:15,1.2298,KWH,V,MSCONS
17417694597,2025-03-08 22:15,1.2184,KWH,V,MSCONS
94391268065,2025-02-07 13:45,0.0653,KWH,V,MSCONS
65720280897,2025-04-10 22:15,0.707,KWH,V,MSCONS
38141832343,2025-04-09 00:15,0.8404,KWH,V,MSCONS
45855425961,2025-04-21 20:30,0.5922,KWH,V,MSCONS
45855425961,2025-03-16 09:30,0.4251,KWH,V,MSCONS
38141832343,2025-04-13 17:45,1.0591,KWH,V,MSCONS
45855425961,2025-03-06 13:45,0.3973,KWH,V,MSCONS
59028472520,2025-04-05 22:30,"0,0728",KWH,V,MSCONS
69410910768,2025-02-07 00:45,1.0209,KWH,V,MSCONS
52784051030,2025-03-14 22:15,"0,0655",KWH,V,MSCONS
07412179067,2025-03-10 12:00,0.5575,KWH,V,MSCONS
13733263538,2025-02-26 11:15,0.5681,KWH,V,MSCONS
45855425961,2025-04-04 07:45,"0,8112",KWH,V,MSCONS
51451020772,2025-02-11 11:15,0.5301,KWH,V,MSCONS
65400074314,2025-02-13 20:00,0.2064,KWH,E,MSCONS
48126289103,2025-02-22 04:15,0.2466,KW,V,MSCONS
55457754991,2025-03-20 00:00,0.1368,KW,V,MSCONS
58143754480,2025-04-28 00:00,0.0639,KWH,V,MSCONS
49114475696,2025-04-18 10:00,0.5076,KWH,V,MSCONS
65400074314,2025-04-07 15:30,0.046,KWH,V,MSCONS
51451020772,2025-03-29 11:30,0.5802,KWH,V,MSCONS
50096239004,2025-03-06 18:15,0.8573,KWH,V,MSCONS
51451020772,2025-02-04 20:30,1.3933,KWH,V,MSCONS
83482028030,2025-03-20 23:45,0.0384,KWH,V,MSCONS
17417694597,2025-02-10 22:30,1.1101,KWH,V,MSCONS
19754516392,18.02.2025 19:45,1.4205,KWH,V,MSCONS
52784051030,2025-02-13 16:15,"0,0686",KWH,V,MSCONS
64853594978,2025-03-20 08:00,0.1059,KWH,E,MSCONS
65400074314,2025-02-27 18:30,0.126,KWH,V,MSCONS
59028472520,13.04.2025 22:15,0.0778,KWH,V,MSCONS
59028472520,2025-03-15 22:00,0.0836,KWH,V,MSCONS
52784051030,2025-03-09 03:45,0.0506,KWH,V,MSCONS
64853594978,2025-03-05 22:15,0.092,KWH,V,MSCONS
94391268065,2025-04-11 13:30,0.0389,KWH,V,MSCONS
94391268065,2025-02-22 00:45,0.0488,KWH,V,MSCONS
83482028030,2025-04-26 17:30,"0,0894",KWH,V,MSCONS
38141832343,2025-02-22 18:30,1.2789,KWH,V,MSCONS
45855425961,2025-03-03 00:45,0.6504,KWH,V,MSCONS
02378447181,2025-04-02 07:00,1.1736,KWH,V,MSCONS
94391268065,2025-04-24 11:00,0.0385,KWH,V,MSCONS
48126289103,2025-02-12 05:00,0.2713,KW,V,MSCONS
45855425961,08.04.2025 20:30,0.8456,KWH,V,MSCONS
70348049725,2025-04-24 14:45,"0,0568",KWH,E,MSCONS
51451020772,2025-03-20 19:30,1.3367,KWH,V,MSCONS
94391268065,2025-03-14 02:15,0.049,KWH,V,MSCONS
64853594978,2025-03-19 02:45,0.0471,KWH,E,MSCONS
02378447181,2025-04-29 23:45,0.3487,KWH,V,MSCONS
02060690718,2025-02-16 01:00,-1.1174,KWH,V,MSCONS
38141832343,2025-03-19 11:00,0.5592,KWH,V,MSCONS
55457754991,2025-04-09 20:30,0.6161,KW,V,MSCONS
61804172126,2025-03-11 17:45,1.3498,KWH,V,MSCONS
02060690718,2025-03-31 22:00,1.2267,KWH,V,MSCONS
69410910768,2025-03-24 21:30,1.288,KWH,V,MSCONS
19754516392,2025-02-02 20:15,1.5853,KWH,V,MSCONS
48126289103,2025-04-28 16:00,"0,2363",KW,V,MSCONS
38141832343,2025-03-29 14:45,0.5245,KWH,V,MSCONS
15096034392,2025-02-11 10:00,0.4753,KWH,V,MSCONS
19554292257,2025-03-02 17:45,0.7977,KWH,V,MSCONS
49114475696,2025-04-12 11:45,0.6921,KWH,V,MSCONS
48126289103,2025-04-18 23:30,0.2195,KW,V,MSCONS
83482028030,2025-04-04 22:30,0.0681,KWH,V,MSCONS
04014447556,12.02.2025 21:45,0.1261,KWH,V,MSCONS
17417694597,2025-02-19 23:30,1.0196,KWH,V,MSCONS
38141832343,2025-04-30 19:00,"0,6081",KWH,V,MSCONS
64853594978,26.03.2025 01:45,0.0536,KWH,V,MSCONS
64853594978,2025-03-19 18:00,0.112,KWH,V,MSCONS
13733263538,2025-02-07 05:45,0.9514,KWH,V,MSCONS
58143754480,2025-03-10 16:30,"0,081",KWH,V,MSCONS
65400074314,2025-03-26 20:15,0.2071,KWH,V,MSCONS
13733263538,2025-02-12 04:15,0.9032,KWH,V,MSCONS
45855425961,08.04.2025 16:45,0.7143,KWH,V,MSCONS
64853594978,2025-04-06 18:00,0.1348,KWH,V,MSCONS
61804172126,2025-02-22 00:45,1.0586,KWH,V,MSCONS
15096034392,2025-04-03 02:15,0.8737,KWH,E,MSCONS
59028472520,2025-04-14 13:15,0.0591,KWH,V,MSCONS
65400074314,2025-02-09 18:30,"0,1655",KWH,V,MSCONS
91797430928,2025-03-11 19:00,0.8986,KWH,V,MSCONS
15096034392,2025-02-13 12:30,0.5681,KWH,V,MSCONS
53850487964,2025-03-27 06:30,0.3612,KW,V,MSCONS
55457754991,2025-03-07 11:00,0.2241,KW,V,MSCONS
59028472520,29.04.2025 06:00,0.0517,KWH,V,MSCONS
66586652381,2025-03-30 17:15,0.8538,KWH,V,MSCONS
48126289103,2025-04-17 12:15,0.2346,KW,V,MSCONS
13733263538,2025-03-12 10:00,0.515,KWH,V,MSCONS
50096239004,2025-02-28 16:30,0.7113,KWH,V,MSCONS
50096239004,2025-02-20 00:00,0.603,KWH,V,MSCONS
58143754480,2025-03-11 07:45,0.1693,KWH,V,MSCONS
61804172126,12.02.2025 06:15,1.3512,KWH,V,MSCONS
19554292257,2025-03-19 15:00,0.3913,KWH,V,MSCONS
04014447556,2025-02-28 09:30,-0.0922,KWH,V,MSCONS
38141832343,24.04.2025 18:30,0.519,KWH,V,MSCONS
38141832343,2025-02-28 05:00,0.8959,KWH,V,MSCONS
49114475696,2025-02-10 08:15,1.0215,KWH,V,MSCONS
64853594978,2025-04-17 11:15,0.0514,KWH,V,MSCONS
91797430928,2025-03-26 20:00,0.8646,KWH,V,MSCONS
58143754480,2025-02-21 13:00,0.1175,KWH,V,MSCONS
49114475696,2025-04-05 10:45,0.7082,KWH,V,MSCONS
02378447181,2025-03-18 17:15,1.1012,KWH,V,MSCONS
07412179067,2025-04-02 18:15,"1,1042",KWH,V,MSCONS
53850487964,2025-03-28 08:30,0.3976,KW,V,MSCONS
45855425961,2025-04-13 08:15,0.5352,KWH,V,MSCONS
51451020772,22.03.2025 17:45,1.1916,KWH,V,MSCONS
66586652381,2025-03-06 00:15,0.6898,KWH,V,MSCONS
59028472520,2025-02-21 04:30,0.0415,KWH,V,MSCONS
53850487964,2025-04-24 08:00,0.4296,KW,V,MSCONS
51451020772,14.03.2025 23:00,0.9723,KWH,V,MSCONS
64853594978,2025-02-08 15:30,0.0743,KWH,V,MSCONS
52784051030,26.04.2025 16:45,0.0581,KWH,V,MSCONS
70348049725,2025-04-28 16:00,0.0407,KWH,V,MSCONS
02060690718,2025-02-16 05:45,1.1889,KWH,V,MSCONS
70348049725,2025-03-03 22:45,0.0693,KWH,V,MSCONS
69410910768,2025-02-20 23:45,1.0925,KWH,V,MSCONS
64853594978,2025-02-01 15:30,0.076,KWH,V,MSCONS
61804172126,2025-03-21 01:30,1.1052,KWH,V,MSCONS
07412179067,2025-04-27 02:30,0.3015,KWH,V,MSCONS
58143754480,08.04.2025 16:45,0.1201,KWH,V,MSCONS
15096034392,2025-03-14 03:15,0.869,KWH,V,MSCONS
59028472520,2025-02-23 13:00,0.0759,KWH,V,MSCONS
13733263538,08.02.2025 16:00,0.584,KWH,V,MSCONS
02060690718,2025-02-04 10:00,0.7714,KWH,V,MSCONS
51451020772,2025-04-18 15:45,0.4143,KWH,V,MSCONS
02378447181,2025-02-21 15:15,0.4754,KWH,V,MSCONS
02060690718,2025-03-27 11:30,0.6843,KWH,V,MSCONS
04014447556,2025-03-28 09:45,0.0862,KWH,V,MSCONS
65720280897,2025-02-17 22:45,0.6622,KWH,V,MSCONS
04014447556,2025-03-17 19:15,0.2125,KWH,V,MSCONS
52784051030,2025-02-11 13:45,0.0868,KWH,V,MSCONS
50096239004,2025-04-10 06:15,0.7714,KWH,V,MSCONS
49114475696,2025-03-28 07:45,1.3214,KWH,V,MSCONS
52784051030,2025-03-06 00:45,0.0646,KWH,V,MSCONS
52784051030,2025-03-03 16:45,0.0783,KWH,V,MSCONS
02378447181,2025-03-14 02:45,0.9172,KWH,V,MSCONS
45855425961,2025-02-25 23:00,0.6655,KWH,V,MSCONS
50096239004,2025-02-27 00:45,0.613,KWH,V,MSCONS
04014447556,2025-04-06 20:30,0.2032,KWH,V,MSCONS
52784051030,2025-02-11 18:15,0.2075,KWH,V,MSCONS
19554292257,05.03.2025 08:45,"0,5257",KWH,V,MSCONS
45855425961,2025-04-14 19:15,0.8847,KWH,V,MSCONS
51451020772,2025-04-24 11:15,0.281,KWH,V,MSCONS
52784051030,2025-03-02 03:30,"0,0643",KWH,V,MSCONS
04014447556,2025-02-17 15:15,0.1018,KWH,V,MSCONS
17417694597,2025-03-17 09:00,0.6949,KWH,V,MSCONS
59028472520,2025-03-20 16:15,0.0495,KWH,V,MSCONS
52784051030,2025-03-25 01:00,0.0479,KWH,V,MSCONS
38141832343,2025-02-21 02:00,"0,9028",KWH,V,MSCONS
53850487964,2025-04-13 22:00,0.2935,KW,V,MSCONS
17417694597,2025-04-16 05:30,0.9138,KWH,V,MSCONS
48126289103,2025-04-17 14:45,0.2041,KW,V,MSCONS
59028472520,2025-02-01 03:45,0.0401,KWH,V,MSCONS
19754516392,2025-03-27 13:15,0.6454,KWH,V,MSCONS
65720280897,2025-03-29 23:45,0.6723,KWH,V,MSCONS
91797430928,2025-03-13 19:30,0.963,KWH,,MSCONS
50096239004,2025-02-25 22:30,0.7355,KWH,,MSCONS
70348049725,2025-04-07 08:00,0.1059,KWH,V,MSCONS
70348049725,2025-02-13 08:15,"0,0804",KWH,V,MSCONS
94391268065,2025-02-03 18:30,0.1293,KWH,V,MSCONS
